amplicon	LWR	fract	aLWR	afract	taxopath	TAX1	TAX2	TAX3	TAX4	TAX5	TAX6
ff498d1865cf5ea8b108761a4a02f45b5d2bc229;size=14239	0.9963	1	0.9963	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
5bbc4b62b943d01c34fd04f4b514f4fac4cbcc45;size=3354	0.874	0.8763	0.874	0.8763	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
75cd398a7d2838020496d88cedf0cb4f16408178;size=48453	0.9984	1	0.9984	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
d0e5a25758d7c20f24d22f1411f942aea2964149;size=3204	0.9999	1	0.9999	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
e6cda38a0b1e1f21bb8bd0d766007050f8ca398d;size=29	0.9998	1	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
137caf35511a320c514c8b75b1dcee93f51afe37;size=1682	0.9991	0.9991	0.9991	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
5bfafa5ddf9b91ea7344022b2bb80d7b441667a5;size=14	0.8444	0.8455	0.8444	0.8455	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
b37727a63e2f4856de7b79fac8143668442d3267;size=200	0.8116	0.8126	0.8116	0.8126	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
7e6ca3506ee59d995d1ad4ef84105b3e1d45390e;size=1402	0.8205	0.8291	0.8205	0.8291	Eukaryota;SAR;Alveolata;Perkinsea;PERK01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	Freshwater environmental sequence
4570bc39d0eee06516734b5fd51d9efae1d154ed;size=52	0.8127	0.8127	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK01	Eukaryota	SAR	Alveolata	Perkinsea	PERK01	NA
97f3418d80c7f2991c2db87c3953140c4a16422d;size=56	0.9605	0.9624	0.9605	0.9624	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
344790d577531202ce929ab2939629fa207f03b4;size=122	0.7858	0.7858	0.7858	0.7858	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Freshwater environmental sequence
7bfe3681f5081c05b77ad4bc221c9ee3340d69de;size=6853	0.9198	0.9236	0.9198	0.9236	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
ffc26da1e54a4152af73dc55ac33251f2039e02f;size=132	0.9821	0.9821	0.9822	0.9822	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d4f2887316bfa9b5a0fff9703df7ef8264878bef;size=1607	0.9616	0.9616	0.9634	0.9634	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
012e131ca47f72f41cf1e1637de84d6fa84c01a2;size=30	0.7805	0.7807	0.9538	0.954	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
598bbdacf554a88ea7d697458a3e611e9b1ddf75;size=175	0.8411	0.8494	0.9871	0.9968	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
1c34fdf281736217b734c524c096d50d0ef52a80;size=20	0.9336	0.9504	0.9336	0.9504	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
da469bcd0540b2d27c3eb4e114d25499a50e7bdb;size=404	0.9654	0.9654	0.9654	0.9654	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
3bad53e06cf81280655f2080ba39a3781e2bc978;size=25	0.9676	0.9676	0.9676	0.9676	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
43555648f9653043e692ea26a11c3e2fba0ac55e;size=21	0.9178	0.9239	0.9178	0.9239	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
23da44257d388e1a6b795f6d53ad1ebf2334c32b;size=235	0.8286	0.8303	0.9758	0.9778	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
d5947214064cf8439a6a775151c52cf9ff64bc4b;size=12	0.6902	0.6902	0.6902	0.6902	Eukaryota;SAR;Alveolata;Perkinsea;PERK02;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	Freshwater environmental sequence
49900b404d5a47e2de19cc1a0c8f4151d9493bd0;size=181	0.9709	0.9709	0.9709	0.9709	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
5076eed2962016e46a5872ac7fa722e3c9fba957;size=64	0.7322	0.7323	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
abe55b0fba6b805acee8df971a23c5c452bdd67d;size=14	0.5753	0.5753	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
28bd4fe63efd7388f39480be7d14628dce1e022f;size=88	0.5977	0.5977	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
e0a0ec042a060670bfbd902f983c26c8e77adf65;size=10	0.6659	0.6659	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
b4ac521dda3fada3f64dd1aec53b9a60c0c5bbff;size=13	0.9606	0.9608	0.9606	0.9608	Eukaryota;SAR;Alveolata;Perkinsea;PERK02	Eukaryota	SAR	Alveolata	Perkinsea	PERK02	NA
98cdfb5207269e30619c8ca68ce86573c02c5d89;size=10	0.7925	0.8275	0.936	0.9773	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
4d4892de4001d9e7567b4324427b7d42c812af9b;size=91	0.2813	0.4387	0.6412	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
51c61ca8ab6030a545b8bd77a553138f0fbf8872;size=294	0.7687	0.7689	0.9997	1	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
2947003a5e349caf3bbd7a453930f826e6d6abea;size=45	0.7783	0.7783	0.954	0.954	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
8ddccea4467c1bfc6bfd4b9e0fb120067faf3287;size=17	0.939	0.9422	0.9636	0.9669	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
04338f8afb0537de11e6732f209f5432e03cc3bf;size=250	0.9287	0.9298	0.9288	0.9299	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
6515263b09469cdbb0cd76c47271f18f8eb7a253;size=20	0.9769	0.9799	0.9927	0.9958	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
0040cf83740ed5970060ed581d8c682edfb1c34c;size=19	0.914	0.9229	0.9544	0.9637	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
611adc7178e35f1bcdbfacc7b65ad9a902ff995f;size=24	0.8941	0.9088	0.977	0.9931	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bcf161f85092817a43fe7e7dc426762839dd3a02;size=12	0.8336	0.8336	0.9917	0.9917	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d032d267b37e3b6572e9a40362151fbff1cc08a9;size=36	0.983	0.983	0.9831	0.9831	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
b3a63fa0bc5f0ca7e598723de73d5daba4dddbb6;size=10	0.8305	0.8305	0.9716	0.9716	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
aff7166094fce93c45d79379e68dd957efca061d;size=12	0.6628	0.6731	0.9491	0.9638	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
a793184ea080027c002e8d58261dacfb91de4960;size=59	0.9225	0.9305	0.9225	0.9305	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsidae	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsidae	NA
cbb17d7e7bf24eb647f7569378bfc9e0cda2d028;size=10	0.4638	0.4638	0.9229	0.9229	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c4639843e947448f56d9018ab30b4423bd9f336b;size=15	0.9476	0.9476	0.9722	0.9722	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
dec664b095245b3bbb3d0c0d9f85676e8f9ebb31;size=15	0.9827	0.9827	0.9894	0.9894	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c4c41e77f380c0096c8da976724a6b696fa0e1d5;size=78	0.8699	0.8759	0.8699	0.8759	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
47d255939a64cdccb16e214ce9a3ac7c89395c1c;size=42	0.8654	0.8654	0.8654	0.8654	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
9525a1197ccbdf4282dfa43d02036f963eda558d;size=243	0.9465	0.9465	0.9465	0.9465	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
e06f06296ec3d4b1223ef15b6295ab7dec83efc0;size=31	0.5415	0.5415	0.5415	0.5415	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
8bbe44cc7e6518a7c406cef9e93b1948423c8794;size=158	0.5	0.5	0.5	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
c8d1438cfa172a943aecf8e9ae855e0711fefb5b;size=10	0.4997	0.5	0.4997	0.5	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae;GU296508.2 Gardus morhua	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	GU296508.2 Gardus morhua
135db0d89f67434012b9b3646069a02a2d44cd31;size=13	0.8324	0.8324	0.9549	0.9549	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
38e27f7180a54a71451ec1d4289ff56e5a905301;size=101	0.6998	0.6998	0.945	0.945	Eukaryota;SAR;Alveolata;Perkinsea;Xcellidae	Eukaryota	SAR	Alveolata	Perkinsea	Xcellidae	NA
e35ff2dfe297c7b5d9a68a238e484b62a8ce0d7e;size=355	0.7224	0.7235	0.9236	0.925	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
d69c9ea749882a5be58926a13b49c8269a8dbb01;size=14	0.6747	0.6747	0.9977	0.9977	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ac03669cd141546f59efcfbc4b0bff3bed6410de;size=17	0.5102	0.5117	0.5102	0.5117	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Snorkelia sp.	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Snorkelia sp.
5f54b5277e1161ce1aa2194f5bd097981395af5c;size=66	0.987	0.987	0.987	0.987	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Parvilucifera prorocentri	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Parvilucifera prorocentri
4c3903112971de37164ca65f26d73913ebd5673e;size=84	0.9904	0.9904	0.9906	0.9906	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ca0696bca8ab6e2d40f77ffb635a3ad6ba139453;size=419	0.7991	0.8063	0.9748	0.9835	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
e706a9644a95f9f3778eefcb31a0b22079fa55ef;size=164	0.9313	0.9325	0.9788	0.9801	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
baddc4b4b318d1edfe33c8ee24a3e6d2c3ff0988;size=392	0.9522	0.9547	0.9522	0.9547	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
b10e55c8304efcc488e9042fd965b3bc4e3c0c8c;size=15	0.9668	0.9668	0.9668	0.9668	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Tuberlatum coatsi	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Tuberlatum coatsi
db08957d74b48c3f8ae7dec6b9593908ec841ed3;size=84	0.8792	0.8794	0.9642	0.9645	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
8b9fe3c7ebfc2081c544d180af0bf0fd2b890df8;size=24	0.9544	0.966	0.9545	0.966	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
25d948ca49b03b3d7f267d0953fc6e5edd239502;size=62	0.9377	0.9381	0.9823	0.9828	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
7ad54978b3843e89db1f0d5d1f6a8b9ba810c5b4;size=90	0.8042	0.8117	0.9907	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
1412d34c026fce892db69a7142c87fb0433277ce;size=228	0.7907	0.7923	0.8534	0.8551	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
2bba4e44c00a8cd357a2f15694d30a307a329b2e;size=186	0.584	0.5887	0.938	0.9455	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
fee4ebcbdcb91d7a69c870339f00b9613d2c78c1;size=26	0.9061	0.9142	0.9273	0.9355	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
09cc086e5c115c6cd9b2d9daa4061f46f88d918d;size=25	0.8227	0.8235	0.8227	0.8235	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
453e5d451563ef5d7607495f5291cf529224bd28;size=46	0.6176	0.6249	0.6176	0.6249	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
ea79c920ca3f756a5fe0a2d0db36882021775863;size=766	0.9994	0.9994	0.9994	0.9994	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
a660878e183f12a9725876194ee75d1c90689dd2;size=11	0.8797	0.8803	0.9691	0.9697	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
09d584ca8900db6bb1fa73f923c4e97df1425c86;size=73	0.8994	0.9035	0.9955	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
27201c3a7c59d543e0fc00185d1c0fa32e47bd20;size=770	0.6439	0.6526	0.6439	0.6526	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
376da43202d9a8862ae1af8305320cd8e6aa66a9;size=199	0.9362	0.9363	0.9922	0.9924	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
f7b5388cc6f0c9d063851b55dadf0786899d68fe;size=25	0.9598	0.9702	0.9598	0.9702	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ce45b0f03566ecf752f5d2ca49f0a2cd271c032c;size=47	0.9745	0.9756	0.9745	0.9757	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
574615d24bca353e44edf3beb1edbcdda5ae1dbd;size=402	0.8382	0.8386	0.8382	0.8386	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae;Dinovorax pyriformis	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	Dinovorax pyriformis
82efccf6084ed726579070e74cb857615b2f32ba;size=68	0.8341	0.8343	0.9782	0.9784	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
de87b85a0d238f688ca18f6bbd9487e950aaa0be;size=12	0.8983	0.8985	0.9912	0.9914	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
9a28f7283fea61abd7a3ca300b3aceaad9478b09;size=12	0.9784	0.9814	0.9861	0.9891	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ba2ec369e3758040133cd3337c056fd82f337843;size=167	0.596	0.596	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
326aed8834431c56eed539cebcb5c47b8a44a620;size=27	0.6575	0.6576	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
c29d33fb28532a093b7eaa7723dca09d051c0948;size=42	0.657	0.657	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
278161b3b84ae6abded32ad1f33005adbc89705c;size=14	0.6546	0.669	0.935	0.9556	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
bf3271958047e5b9091cdf69fc94e95710480f43;size=499	0.6409	0.6409	1	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
57dc2bd9562c9a2c6393d76568a5e107f8081ea8;size=19	0.4577	0.4593	0.9819	0.9855	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
61473a4d7cc257d155dac7938191d81c670559ce;size=18	0.9008	0.912	0.9467	0.9585	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
024ecb77b8216c15600a70a2f626da82f1bf86f1;size=184	0.5466	0.5469	0.5466	0.5469	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
e18909368671ce955dc886879f07429356395b4a;size=823	0.9257	0.9282	0.9576	0.9602	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
95663e9937f056fb47794218a1a41888b6947efe;size=38	0.7315	0.7316	0.9998	1	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
f1c23603b07dda82233bb613dca0878419ddb344;size=54	0.6	0.6012	0.6	0.6012	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
74396e84116d67801ac169b12ad8868150b7ec4d;size=66	0.7791	0.7791	0.7791	0.7791	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
82264206f211b06b83e98345a629223257f3d226;size=24	0.7762	0.7792	0.9962	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
96c8e0d784e9907e5443dbab60fd3144e208414e;size=94	0.7357	0.7357	0.7357	0.7357	Eukaryota;SAR;Alveolata;Perkinsea;Perkinsea_X;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	Perkinsea_X	Marine environmental sequence
1857d25d3ac788902b27534c72a5111b66e00345;size=18	0.8948	0.9106	0.9401	0.9566	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
24591777651187e02e0bdfb0555880385a57b58b;size=312	0.9424	0.9475	0.9946	1	Eukaryota;SAR;Alveolata;Perkinsea	Eukaryota	SAR	Alveolata	Perkinsea	NA	NA
2a25802b61a8c9d9fdaece8e9c625caa03f8f41a;size=49	0.944	0.9467	0.9527	0.9555	Eukaryota;SAR;Alveolata;Perkinsea;Parviluciferaceae	Eukaryota	SAR	Alveolata	Perkinsea	Parviluciferaceae	NA
ca35c6a4fde6e0b60de4dfff37278c4d460c64d7;size=1630	0.9583	0.9678	0.9583	0.9678	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK04	Marine environmental sequence
53fa7648a8c07a4e2587ccc0d243711a84975d09;size=123	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;PERK04;Marine environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	PERK04	Marine environmental sequence
c73983a92f31fff22555256bcb8c7ef33197eeed;size=622	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
7ca8cd744fb2db9f48cdeafe734dcb26d586b581;size=161	0.9894	0.9991	0.9894	0.9991	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
6f66e55441cd1818f1287c01e2a4cfab8602cc42;size=159	0.9996	0.9996	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
6f7c53aa85a61ba3a7bade2a31e0d8af81323f31;size=79	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
2b063d1736b3ae4dd00ae6bac814fc598a2c73c2;size=116	0.9988	0.9988	0.9988	0.9988	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
9f676e0e232c3ddee3443cc5f98376d37881fda9;size=17	0.9379	0.9379	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	NA
9d08fbb411e31f31f81913d8dfabf15d383943d4;size=342	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
a399a4678a2dee50fc57844ebae0c2dfc3b5b99d;size=10	0.9977	0.9977	0.9977	0.9977	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
d2c4dbb22b9dbb0892e61c9eb4121e5cd2e86ae6;size=149	0.9986	1	0.9986	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
e7c2b8bf48bb6dcde642a48710cbd22b16dc5c57;size=24	1	1	1	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
90ad388c9f71c91d022277867bc51aac67d71654;size=17	0.9805	0.9805	0.9805	0.9805	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
c74afe7d6836446cad7173ded5ea505765d9ca41;size=573	0.9981	0.9981	0.9981	0.9981	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
aa92b1c4bff788df42fb5141158b7ad53b737e05;size=91	0.9991	1	0.9991	1	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
2efa09b96668a94e49a3e07d68ef5b241d99b56b;size=22	0.9936	0.9936	0.9936	0.9936	Eukaryota;SAR;Alveolata;Perkinsea;NAG01;Freshwater environmental sequence	Eukaryota	SAR	Alveolata	Perkinsea	NAG01	Freshwater environmental sequence
